source,dataset,date,time,latitude,longitude,variable,value,unit
open_meteo,historical_weather,2026-05-07,2026-05-07T00:00,40.386642,-3.6760864,temperature_2m,14.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T00:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T01:00,40.386642,-3.6760864,temperature_2m,13.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T01:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T02:00,40.386642,-3.6760864,temperature_2m,13.8,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T02:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T03:00,40.386642,-3.6760864,temperature_2m,12.2,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T03:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T04:00,40.386642,-3.6760864,temperature_2m,11.8,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T04:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T05:00,40.386642,-3.6760864,temperature_2m,11.6,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T05:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T06:00,40.386642,-3.6760864,temperature_2m,10.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T06:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T07:00,40.386642,-3.6760864,temperature_2m,10.7,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T07:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T08:00,40.386642,-3.6760864,temperature_2m,10.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T08:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T09:00,40.386642,-3.6760864,temperature_2m,11.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T09:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T10:00,40.386642,-3.6760864,temperature_2m,12.8,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T10:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T11:00,40.386642,-3.6760864,temperature_2m,15.1,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T11:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T12:00,40.386642,-3.6760864,temperature_2m,16.4,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T12:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T13:00,40.386642,-3.6760864,temperature_2m,18.1,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T13:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T14:00,40.386642,-3.6760864,temperature_2m,12.5,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T14:00,40.386642,-3.6760864,precipitation,1.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T15:00,40.386642,-3.6760864,temperature_2m,13.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T15:00,40.386642,-3.6760864,precipitation,0.8,mm
