source,dataset,date,time,latitude,longitude,variable,value,unit
open_meteo,historical_weather,2026-05-05,2026-05-05T00:00,40.386642,-3.6760864,temperature_2m,12.6,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T00:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T01:00,40.386642,-3.6760864,temperature_2m,12.2,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T01:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T02:00,40.386642,-3.6760864,temperature_2m,12.4,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T02:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T03:00,40.386642,-3.6760864,temperature_2m,11.9,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T03:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T04:00,40.386642,-3.6760864,temperature_2m,11.2,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T04:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T05:00,40.386642,-3.6760864,temperature_2m,10.8,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T05:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T06:00,40.386642,-3.6760864,temperature_2m,10.2,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T06:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T07:00,40.386642,-3.6760864,temperature_2m,10.1,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T07:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T08:00,40.386642,-3.6760864,temperature_2m,10.5,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T08:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T09:00,40.386642,-3.6760864,temperature_2m,11.6,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T09:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T10:00,40.386642,-3.6760864,temperature_2m,12.5,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T10:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T11:00,40.386642,-3.6760864,temperature_2m,13.4,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T11:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T12:00,40.386642,-3.6760864,temperature_2m,14.5,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T12:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T13:00,40.386642,-3.6760864,temperature_2m,15.9,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T13:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T14:00,40.386642,-3.6760864,temperature_2m,17.0,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T14:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T15:00,40.386642,-3.6760864,temperature_2m,18.1,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T15:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T16:00,40.386642,-3.6760864,temperature_2m,18.5,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T16:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T17:00,40.386642,-3.6760864,temperature_2m,19.0,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T17:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T18:00,40.386642,-3.6760864,temperature_2m,18.9,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T18:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T19:00,40.386642,-3.6760864,temperature_2m,17.1,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T19:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T20:00,40.386642,-3.6760864,temperature_2m,16.0,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T20:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T21:00,40.386642,-3.6760864,temperature_2m,15.2,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T21:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T22:00,40.386642,-3.6760864,temperature_2m,14.1,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T22:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-05,2026-05-05T23:00,40.386642,-3.6760864,temperature_2m,13.3,°C
open_meteo,historical_weather,2026-05-05,2026-05-05T23:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,air_quality,2026-05-05,2026-05-05T00:00,40.4,-3.6999989,ozone,67.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T00:00,40.4,-3.6999989,carbon_dioxide,453,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T01:00,40.4,-3.6999989,ozone,66.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T01:00,40.4,-3.6999989,carbon_dioxide,455,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T02:00,40.4,-3.6999989,ozone,68.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T02:00,40.4,-3.6999989,carbon_dioxide,455,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T03:00,40.4,-3.6999989,ozone,65.0,μg/m³
